Date,Open,High,Low,Close,Volume
2006-04-28,4885.64990234375,5033.10009765625,4739.9501953125,5021.25,0
2006-05-02,5183.39990234375,5216.75,5179.10009765625,5190.2998046875,0
2006-05-03,5225.5,5234.64990234375,5169.64990234375,5216.89990234375,0
2006-05-04,5237.2001953125,5265.14990234375,5206.64990234375,5241.0,0
2006-05-05,5237.85009765625,5289.5,5229.39990234375,5251.5498046875,0
2006-05-08,5289.0,5302.25,5272.75,5281.25,0
2006-05-09,5301.14990234375,5303.64990234375,5241.5498046875,5285.7001953125,0
2006-05-10,5312.14990234375,5342.60009765625,5303.64990234375,5322.5498046875,0
2006-05-11,5336.35009765625,5349.35009765625,5244.7001953125,5258.0498046875,0
2006-05-12,5241.2001953125,5264.89990234375,5196.14990234375,5203.2998046875,0
2006-05-15,5187.14990234375,5205.7001953125,4972.60009765625,4994.5498046875,0
2006-05-16,4998.25,5024.89990234375,4734.35009765625,4950.35009765625,0
2006-05-17,5021.60009765625,5125.14990234375,5021.60009765625,5117.39990234375,0
2006-05-18,5082.10009765625,5082.10009765625,4757.60009765625,4781.9501953125,0
2006-05-19,4885.89990234375,4908.35009765625,4543.60009765625,4581.35009765625,0
2006-05-22,4638.89990234375,4638.89990234375,3999.550048828125,4278.7998046875,0
2006-05-23,4288.7998046875,4444.2998046875,4125.14990234375,4435.7001953125,0
2006-05-24,4479.0498046875,4542.89990234375,4372.7998046875,4388.25,0
2006-05-25,4364.85009765625,4376.10009765625,4289.4501953125,4345.0,0
2006-05-26,4389.5,4502.39990234375,4389.5,4453.60009765625,0
2006-05-29,4497.9501953125,4555.7998046875,4479.75,4511.60009765625,0
2006-05-30,4533.60009765625,4553.2998046875,4486.60009765625,4493.35009765625,0
2006-05-31,4403.0,4430.0,4257.10009765625,4399.60009765625,0
2006-06-01,4439.2998046875,4473.39990234375,4249.4501953125,4262.75,0
2006-06-02,4277.14990234375,4277.14990234375,4092.5,4259.75,0
2006-06-05,4235.64990234375,4313.0498046875,4198.9501953125,4206.9501953125,0
2006-06-06,4106.5498046875,4116.25,4036.25,4050.949951171875,0
2006-06-07,4030.60009765625,4030.60009765625,3734.89990234375,3796.050048828125,0
2006-06-08,3761.199951171875,3761.199951171875,3372.699951171875,3487.89990234375,0
2006-06-09,3470.199951171875,3733.949951171875,3461.10009765625,3726.85009765625,0
2006-06-12,3746.699951171875,3749.800048828125,3643.0,3664.89990234375,0
2006-06-13,3595.5,3595.5,3422.89990234375,3436.14990234375,0
2006-06-14,3452.0,3557.949951171875,3303.199951171875,3335.39990234375,0
2006-06-15,3393.5,3554.800048828125,3393.5,3545.25,0
2006-06-16,3617.800048828125,3787.89990234375,3617.800048828125,3697.949951171875,0
2006-06-19,3722.75,3785.35009765625,3662.949951171875,3768.199951171875,0
2006-06-20,3748.699951171875,3781.10009765625,3693.64990234375,3760.550048828125,0
2006-06-21,3762.5,3869.199951171875,3756.0,3863.39990234375,0
2006-06-22,3894.85009765625,3995.550048828125,3894.85009765625,3958.60009765625,0
2006-06-23,3946.89990234375,3977.199951171875,3879.0,3973.60009765625,0
2006-06-26,4018.699951171875,4027.050048828125,3831.050048828125,3848.39990234375,0
2006-06-27,3855.449951171875,3866.39990234375,3757.449951171875,3823.949951171875,0
2006-06-28,3789.25,3810.800048828125,3754.75,3794.699951171875,0
2006-06-29,3838.89990234375,3864.39990234375,3795.85009765625,3805.10009765625,0
2006-06-30,3848.64990234375,3949.75,3848.64990234375,3944.64990234375,0
2006-07-03,3966.800048828125,3968.64990234375,3938.449951171875,3950.39990234375,0
2006-07-04,3978.35009765625,3988.39990234375,3929.050048828125,3940.300048828125,0
2006-07-05,3929.64990234375,3988.89990234375,3923.050048828125,3982.550048828125,0
2006-07-06,3948.050048828125,3987.89990234375,3945.550048828125,3962.0,0
2006-07-07,3980.800048828125,4019.10009765625,3871.89990234375,3884.14990234375,0
2006-07-10,3896.14990234375,3907.550048828125,3857.800048828125,3895.050048828125,0
2006-07-11,3908.5,3918.10009765625,3885.449951171875,3897.199951171875,0
2006-07-12,3841.449951171875,3925.25,3823.14990234375,3920.699951171875,0
2006-07-13,3924.300048828125,3948.14990234375,3894.550048828125,3912.10009765625,0
2006-07-14,3878.449951171875,3889.0,3846.199951171875,3877.64990234375,0
2006-07-17,3871.5,3883.949951171875,3778.699951171875,3785.14990234375,0
2006-07-18,3791.14990234375,3813.449951171875,3714.14990234375,3734.14990234375,0
2006-07-19,3754.699951171875,3779.85009765625,3620.39990234375,3639.0,0
2006-07-20,3696.35009765625,3735.050048828125,3696.35009765625,3716.0,0
2006-07-21,3690.10009765625,3690.10009765625,3609.949951171875,3640.14990234375,0
2006-07-24,3608.75,3631.25,3542.25,3626.39990234375,0
2006-07-25,3641.39990234375,3710.0,3641.39990234375,3703.35009765625,0
2006-07-26,3710.85009765625,3769.35009765625,3696.85009765625,3761.300048828125,0
2006-07-27,3781.800048828125,3812.699951171875,3769.85009765625,3801.75,0
2006-07-28,3816.5,3868.300048828125,3800.0,3838.800048828125,0
2006-07-31,3875.75,3910.85009765625,3871.60009765625,3877.800048828125,0
2006-08-01,3882.949951171875,3887.300048828125,3835.550048828125,3859.0,0
2006-08-02,3861.699951171875,3911.10009765625,3861.39990234375,3905.89990234375,0
2006-08-03,3912.89990234375,3973.800048828125,3912.89990234375,3925.949951171875,0
2006-08-04,3932.85009765625,3954.39990234375,3889.300048828125,3906.0,0
2006-08-07,3906.050048828125,3923.800048828125,3891.5,3915.050048828125,0
2006-08-08,3922.14990234375,3966.60009765625,3922.14990234375,3965.35009765625,0
2006-08-09,3969.300048828125,4040.300048828125,3958.39990234375,4034.64990234375,0
2006-08-10,4050.64990234375,4101.4501953125,4047.35009765625,4097.35009765625,0
2006-08-11,4115.4501953125,4176.2001953125,4112.75,4142.35009765625,0
2006-08-14,4173.75,4211.39990234375,4173.75,4207.85009765625,0
2006-08-16,4251.64990234375,4293.2001953125,4251.64990234375,4265.10009765625,0
2006-08-17,4299.75,4313.0498046875,4217.7998046875,4246.39990234375,0
2006-08-18,4261.14990234375,4282.2998046875,4235.85009765625,4275.75,0
2006-08-21,4298.4501953125,4313.10009765625,4273.5498046875,4298.4501953125,0
2006-08-22,4308.64990234375,4356.7001953125,4289.7001953125,4297.0,0
2006-08-23,4302.7998046875,4317.5498046875,4240.14990234375,4251.60009765625,0
2006-08-24,4236.2998046875,4278.89990234375,4210.5498046875,4271.25,0
2006-08-25,4291.64990234375,4329.9501953125,4291.64990234375,4314.5498046875,0
2006-08-28,4340.35009765625,4351.60009765625,4329.0498046875,4335.89990234375,0
2006-08-29,4362.60009765625,4374.0498046875,4332.10009765625,4337.64990234375,0
2006-08-30,4363.7001953125,4366.35009765625,4318.75,4345.5,0
2006-08-31,4372.2001953125,4377.9501953125,4298.2001953125,4307.14990234375,0
2006-09-01,4311.35009765625,4355.4501953125,4300.14990234375,4352.39990234375,0
2006-09-04,4382.7001953125,4409.5498046875,4382.7001953125,4407.5498046875,0
2006-09-05,4425.85009765625,4446.25,4410.2998046875,4429.0,0
2006-09-06,4442.2998046875,4474.85009765625,4433.0498046875,4448.10009765625,0
2006-09-07,4437.7998046875,4452.9501953125,4417.0498046875,4445.7998046875,0
2006-09-08,4462.35009765625,4514.14990234375,4462.35009765625,4504.60009765625,0
2006-09-11,4516.85009765625,4533.0498046875,4337.14990234375,4354.60009765625,0
2006-09-12,4371.35009765625,4423.9501953125,4313.4501953125,4415.4501953125,0
2006-09-13,4476.2001953125,4502.7998046875,4470.85009765625,4496.64990234375,0
2006-09-14,4522.85009765625,4551.0498046875,4510.9501953125,4520.75,0
2006-09-15,4523.25,4533.10009765625,4476.60009765625,4521.60009765625,0
2006-09-18,4543.0,4554.5,4526.14990234375,4529.7001953125,0
2006-09-19,4543.64990234375,4545.7001953125,4448.89990234375,4468.9501953125,0
2006-09-20,4441.2998046875,4511.75,4428.39990234375,4503.9501953125,0
2006-09-21,4531.10009765625,4558.5,4524.0498046875,4531.0,0
2006-09-22,4517.0,4547.64990234375,4495.75,4512.4501953125,0
2006-09-25,4519.9501953125,4534.64990234375,4497.60009765625,4504.5,0
2006-09-26,4523.7998046875,4544.2998046875,4509.35009765625,4539.7998046875,0
2006-09-27,4571.35009765625,4594.4501953125,4567.14990234375,4583.0,0
2006-09-28,4599.64990234375,4634.35009765625,4587.4501953125,4624.5498046875,0
2006-09-29,4649.39990234375,4697.75,4642.14990234375,4691.64990234375,0
2006-10-03,4710.64990234375,4728.0498046875,4685.10009765625,4693.25,0
2006-10-04,4708.0,4726.85009765625,4659.89990234375,4668.2001953125,0
2006-10-05,4670.60009765625,4760.0,4670.60009765625,4757.9501953125,0
2006-10-06,4781.2001953125,4799.9501953125,4765.10009765625,4774.9501953125,0
2006-10-09,4757.7998046875,4823.39990234375,4732.10009765625,4800.5498046875,0
2006-10-10,4821.25,4850.64990234375,4783.9501953125,4795.10009765625,0
2006-10-11,4803.5498046875,4835.39990234375,4718.60009765625,4734.10009765625,0
2006-10-12,4742.9501953125,4781.2998046875,4720.35009765625,4776.35009765625,0
2006-10-13,4810.60009765625,4820.7001953125,4768.14990234375,4775.5,0
2006-10-16,4784.75,4811.14990234375,4750.25,4760.2001953125,0
2006-10-17,4770.25,4773.89990234375,4729.7998046875,4739.0,0
2006-10-18,4750.35009765625,4773.60009765625,4744.5498046875,4757.7998046875,0
2006-10-19,4778.35009765625,4783.85009765625,4686.5498046875,4708.7998046875,0
2006-10-20,4735.0498046875,4765.85009765625,4728.7001953125,4740.64990234375,0
2006-10-23,4775.89990234375,4775.89990234375,4728.25,4738.9501953125,0
2006-10-26,4745.75,4784.0498046875,4736.0498046875,4778.39990234375,0
2006-10-27,4804.25,4844.10009765625,4804.25,4841.7998046875,0
2006-10-30,4844.25,4860.14990234375,4819.10009765625,4846.2998046875,0
2006-10-31,4865.39990234375,4873.64990234375,4793.35009765625,4834.7001953125,0
2006-11-01,4850.75,4871.5,4835.7001953125,4859.0,0
2006-11-02,4870.85009765625,4902.60009765625,4861.0498046875,4889.85009765625,0
2006-11-03,4894.2001953125,4911.5,4855.7998046875,4876.4501953125,0
2006-11-06,4881.5498046875,4936.0,4881.5498046875,4932.25,0
2006-11-07,4973.60009765625,4983.64990234375,4940.85009765625,4946.9501953125,0
2006-11-08,4961.7998046875,4963.7001953125,4843.25,4897.7001953125,0
2006-11-09,4921.7998046875,4950.64990234375,4913.35009765625,4941.89990234375,0
2006-11-10,4950.4501953125,4979.5,4945.89990234375,4967.64990234375,0
2006-11-13,4990.2998046875,5033.25,4989.9501953125,5031.10009765625,0
2006-11-14,5062.0,5073.25,5008.60009765625,5023.35009765625,0
2006-11-15,5046.5,5052.0498046875,5005.5,5037.0,0
2006-11-16,5053.89990234375,5093.89990234375,5037.2998046875,5049.75,0
2006-11-17,5066.89990234375,5072.25,4934.10009765625,4967.60009765625,0
2006-11-20,4927.85009765625,4927.85009765625,4824.0,4893.9501953125,0
2006-11-21,4920.7001953125,4976.39990234375,4920.7001953125,4967.2001953125,0
2006-11-22,4997.0,5024.9501953125,4992.5,5012.0498046875,0
2006-11-23,5022.35009765625,5059.89990234375,5010.14990234375,5040.9501953125,0
2006-11-24,5052.35009765625,5079.25,5047.5498046875,5053.25,0
2006-11-27,5064.0498046875,5090.14990234375,5064.0498046875,5080.2001953125,0
2006-11-28,5042.85009765625,5056.5,5010.5498046875,5037.0498046875,0
2006-11-29,5065.5498046875,5108.2998046875,5065.5498046875,5090.10009765625,0
2006-11-30,5118.39990234375,5127.7998046875,5060.5,5069.0,0
2006-12-01,5110.85009765625,5133.2001953125,5098.60009765625,5126.5498046875,0
2006-12-04,5141.5,5158.5498046875,5124.85009765625,5146.2998046875,0
2006-12-05,5163.2001953125,5182.9501953125,5146.7001953125,5160.89990234375,0
2006-12-06,5174.0,5182.9501953125,5088.0498046875,5113.14990234375,0
2006-12-07,5133.64990234375,5144.5,5108.4501953125,5122.89990234375,0
2006-12-08,5123.2998046875,5147.39990234375,5084.5498046875,5099.5,0
2006-12-11,5099.89990234375,5099.89990234375,4890.75,4940.60009765625,0
2006-12-12,4936.14990234375,4952.14990234375,4663.14990234375,4723.7998046875,0
2006-12-13,4723.39990234375,4857.5,4655.64990234375,4835.2001953125,0
2006-12-14,4850.4501953125,4965.4501953125,4850.4501953125,4959.7998046875,0
2006-12-15,4998.2001953125,5025.89990234375,4998.2001953125,5011.4501953125,0
2006-12-18,5033.0498046875,5044.0,4926.75,5009.75,0
2006-12-19,5007.60009765625,5020.14990234375,4915.5498046875,4939.4501953125,0
2006-12-20,4967.5,4999.35009765625,4893.5,4922.85009765625,0
2006-12-21,4924.10009765625,4987.60009765625,4888.0498046875,4973.60009765625,0
2006-12-22,4983.64990234375,5021.60009765625,4981.0,5017.2998046875,0
2006-12-26,5026.60009765625,5078.85009765625,5026.60009765625,5077.39990234375,0
2006-12-27,5104.2998046875,5143.7998046875,5104.2998046875,5131.2001953125,0
2006-12-28,5158.2998046875,5162.10009765625,5119.5,5152.7001953125,0
2006-12-29,5156.64990234375,5200.9501953125,5156.64990234375,5199.75,0
2007-01-02,5134.10009765625,5182.2001953125,5134.10009765625,5175.25,0
2007-01-03,5200.14990234375,5218.89990234375,5156.39990234375,5217.14990234375,0
2007-01-04,5242.39990234375,5254.7001953125,5217.25,5227.0498046875,0
2007-01-05,5226.7998046875,5270.0498046875,5199.10009765625,5212.5498046875,0
2007-01-08,5211.60009765625,5212.25,5148.0498046875,5156.4501953125,0
2007-01-09,5165.35009765625,5202.0,5095.14990234375,5110.75,0
2007-01-10,5107.39990234375,5116.2998046875,5060.14990234375,5066.2998046875,0
2007-01-11,5065.35009765625,5150.60009765625,5051.60009765625,5141.5498046875,0
2007-01-12,5177.60009765625,5246.2001953125,5177.60009765625,5227.7998046875,0
2007-01-15,5266.14990234375,5277.10009765625,5252.35009765625,5259.14990234375,0
2007-01-16,5270.2998046875,5301.35009765625,5250.5498046875,5278.7998046875,0
2007-01-17,5304.5498046875,5336.2998046875,5296.5498046875,5320.5498046875,0
2007-01-18,5334.7001953125,5373.5,5291.25,5319.85009765625,0
2007-01-19,5340.60009765625,5356.35009765625,5264.39990234375,5283.35009765625,0
2007-01-22,5313.14990234375,5313.14990234375,5258.35009765625,5282.35009765625,0
2007-01-23,5286.5498046875,5286.5498046875,5205.89990234375,5211.60009765625,0
2007-01-24,5226.4501953125,5261.64990234375,5226.4501953125,5250.25,0
2007-01-25,5287.7001953125,5336.10009765625,5274.35009765625,5316.35009765625,0
2007-01-29,5337.60009765625,5355.9501953125,5318.60009765625,5325.5,0
2007-01-31,5338.14990234375,5346.25,5269.7001953125,5279.5498046875,0
2007-02-01,5294.75,5334.85009765625,5279.0,5330.64990234375,0
2007-02-02,5351.14990234375,5374.7001953125,5344.5498046875,5347.14990234375,0
2007-02-05,5360.9501953125,5375.35009765625,5335.75,5373.39990234375,0
2007-02-06,5395.7001953125,5413.75,5383.85009765625,5391.2001953125,0
2007-02-07,5402.85009765625,5435.89990234375,5395.0,5408.7001953125,0
2007-02-08,5422.10009765625,5455.75,5388.2001953125,5410.39990234375,0
2007-02-09,5416.5,5432.2001953125,5275.7998046875,5292.14990234375,0
2007-02-12,5268.75,5268.75,5071.14990234375,5089.89990234375,0
2007-02-13,5072.35009765625,5170.2001953125,5020.39990234375,5083.35009765625,0
2007-02-14,5001.0,5111.7998046875,4959.7998046875,5095.4501953125,0
2007-02-15,5152.0498046875,5250.14990234375,5152.0498046875,5244.9501953125,0
2007-02-19,5256.39990234375,5282.5498046875,5225.14990234375,5235.5498046875,0
2007-02-20,5239.60009765625,5243.7001953125,5160.85009765625,5169.25,0
2007-02-21,5169.7998046875,5201.9501953125,5150.2998046875,5169.0,0
2007-02-22,5179.5498046875,5204.64990234375,5090.7998046875,5099.39990234375,0
2007-02-23,5109.9501953125,5114.0498046875,4970.7998046875,4999.89990234375,0
2007-02-26,5019.75,5056.64990234375,4968.2998046875,5041.0498046875,0
2007-02-27,5075.7998046875,5097.64990234375,5041.25,5053.39990234375,0
2007-02-28,4794.39990234375,4993.2001953125,4751.0498046875,4877.35009765625,0
2007-03-01,4872.2998046875,4931.60009765625,4804.85009765625,4893.35009765625,0
2007-03-02,4896.4501953125,4975.2998046875,4822.85009765625,4845.2998046875,0
2007-03-05,4721.7998046875,4721.7998046875,4568.2001953125,4599.39990234375,0
2007-03-06,4670.2001953125,4719.89990234375,4547.7998046875,4630.5,0
2007-03-07,4649.14990234375,4700.85009765625,4488.5498046875,4525.64990234375,0
2007-03-08,4531.39990234375,4695.2001953125,4475.89990234375,4680.5498046875,0
2007-03-09,4717.4501953125,4724.89990234375,4624.5498046875,4656.25,0
2007-03-12,4677.0,4719.85009765625,4655.9501953125,4692.85009765625,0
2007-03-13,4705.64990234375,4741.64990234375,4686.0,4731.89990234375,0
2007-03-14,4686.5498046875,4686.5498046875,4600.5,4622.9501953125,0
